"Palavra,Classificacao"
"rifa, substantivo"
"rifao, substantivo"
"riff, substantivo"
"rifle, substantivo"
"rigel, substantivo"
"right, substantivo"
"rigido, substantivo"
"rigor, verbo"
"rijo, substantivo"
"rim, substantivo"
"rima, substantivo"
"rincao, substantivo"
"ring, substantivo"
"ringo, substantivo"
"ringue, substantivo"
"rinha, substantivo"
"rinite, substantivo"
"rinoceronte, substantivo"
"rinofaringite, substantivo"
"rinoplastia, substantivo"
"rio, substantivo"
"rio de janeiro, substantivo"
"ripa, substantivo"
"riparian, substantivo"
"riqueza, substantivo"
"rir, verbo"
"risada, substantivo"
"risco, substantivo"
"rise, substantivo"
"risivel, substantivo"
"riso, substantivo"
"risorio, substantivo"
"risota, substantivo"
"risoto, substantivo"
"risotto, substantivo"
"rispido, substantivo"
"riste, substantivo"
"ritidoma, substantivo"
"ritmados, substantivo"
"ritmo, substantivo"
"rito, substantivo"
"ritual, substantivo"
"rival, substantivo"
"rivalidades, substantivo"
"rixa, substantivo"
"rizofilo, substantivo"
"rizoma, substantivo"
"rizopodo, substantivo"
"rizotomia, substantivo"
"rizotonico, substantivo"
"roberto, substantivo"
"roberval, substantivo"
"roborizar, verbo"
"robot, substantivo"
"robson, substantivo"
"robusto, substantivo"
"roca, substantivo"
"rocambole, substantivo"
"rocha, substantivo"
"rocio, substantivo"
"rockfeller, verbo"
"rococo, substantivo"
"roda, substantivo"
"rodar, verbo"
"rodear, verbo"
"rodeio, substantivo"
"rodela, substantivo"
"rodo, substantivo"
"rododendro, substantivo"
"rodoficea, substantivo"
"rodolfo, substantivo"
"rodovia, substantivo"
"rodoviaria, substantivo"
"rodrigo, substantivo"
"rodriguez, substantivo"
"rogar, verbo"
"roger, verbo"
"rogerio, substantivo"
"rogue, substantivo"
"roido, substantivo"
"rojao, substantivo"
"rol, substantivo"
"rolante, substantivo"
"rolar, verbo"
"roldao, substantivo"
"roleta, substantivo"
"rolha, substantivo"
"rolima, substantivo"
"rolo, substantivo"
"rom, substantivo"
"roma, substantivo"
"romance, substantivo"
"romanear, verbo"
"romanee, substantivo"
"romanico, substantivo"
"romantismo, substantivo"
"romaria, substantivo"
"romario, substantivo"
"rombencefalo, substantivo"
"rombo, substantivo"
"romeiro, substantivo"
"romenia, substantivo"
"romeu, substantivo"
"rompimento, substantivo"
"romulo, substantivo"
"ronaldo, substantivo"
"ronco, substantivo"
"ronda, substantivo"
"rondelli, substantivo"
"rondinella, substantivo"
"rondonia, substantivo"
"ronronar, verbo"
"roof, substantivo"
"ror, verbo"
"roraima, substantivo"
"ros, substantivo"
"rosa, substantivo"
"rosane, substantivo"
"rosario, substantivo"
"rosbife, substantivo"
"rosca, substantivo"
"rose, substantivo"
"rosemary, substantivo"
"rosemund, substantivo"
"rosnar, verbo"
"rosto, substantivo"
"rostral, substantivo"
"rota, substantivo"
"rotacao, substantivo"
"rotacismo, substantivo"
"rotary, substantivo"
"roteador, verbo"
"roteiro, substantivo"
"rotina, substantivo"
"rotineiro, substantivo"
"rotisserie, substantivo"
"roto, substantivo"
"rottweiler, verbo"
"rotula, substantivo"
"rotulo, substantivo"
"rotunda, substantivo"
"roubo, substantivo"
"rouco, substantivo"
"rouge, substantivo"
"roupa, substantivo"
"roupas, substantivo"
"roupeiro, substantivo"
"rouxinil, substantivo"
"roxo, substantivo"
"royal, substantivo"
"-rragia, substantivo"
"-rreia, substantivo"
"ruas, substantivo"
"rubato, substantivo"
"rubayat, substantivo"
"rubble, substantivo"
"rubens, substantivo"
"rubi, substantivo"
"rublo, substantivo"
"ruborizar, verbo"
"rubrica, substantivo"
"rubro, substantivo"
"rucula, substantivo"
"rude, substantivo"
"rudimento, substantivo"
"rufar, verbo"
"ruff, substantivo"
"rufiao, substantivo"
"rufino, substantivo"
"ruflar, verbo"
"rufo, substantivo"
"rug, substantivo"
"ruga, substantivo"
"rugido, substantivo"
"ruibarbo, substantivo"
"ruido, substantivo"
"ruim, substantivo"
"ruina, substantivo"
"ruivo, substantivo"
"rule, substantivo"
"ruler, verbo"
"rulo, substantivo"
"rum, substantivo"
"rumble, substantivo"
"ruminar, verbo"
"rumor, verbo"
"runa, substantivo"
"rupestre, substantivo"
"rupia, substantivo"
"ruptura, substantivo"
"rural, substantivo"
"rusga, substantivo"
"rush, substantivo"
"russia, substantivo"
"rustico, substantivo"
"rute, substantivo"
"ruth, substantivo"
"rutilar, verbo"
"rutura, substantivo"
"saara, substantivo"
"sabado, substantivo"
"sabana, substantivo"
"sabao, substantivo"
"sabatico, substantivo"
"sabatina, substantivo"
"sabedoria, substantivo"
"sabelianismo, substantivo"
"sabenca, substantivo"
"saber, verbo"
"saber de cor, verbo"
"sabeu, substantivo"
"sabia, substantivo"
"sabino, substantivo"
"sabio, substantivo"
"sabonete, substantivo"
"sabor, verbo"
"sabotagem, substantivo"
"sabotar, verbo"
"sabre, substantivo"
"sabrina, substantivo"
"sabugi, substantivo"
"sabugueiro, substantivo"
"sabujo, substantivo"
"saburra, substantivo"
"sacada, substantivo"
"sacana, substantivo"
"sacanagem, substantivo"
"sacar, verbo"
"sacarideo, substantivo"
"sacaro, substantivo"
"sacarose, substantivo"
"sacerdocio, substantivo"
"sacerdote, substantivo"
"sacho, substantivo"
"saci-perere, substantivo"
"saciar, verbo"
"saco, substantivo"
"sacola, substantivo"
"sacolejar, verbo"
"sacral, substantivo"
"sacralidade, substantivo"
"sacramento, substantivo"
"sacrario, substantivo"
"sacre, substantivo"
"sacrificio, substantivo"
"sacrilegio, substantivo"
"sacripanta, substantivo"
"sacristao, substantivo"
"sacro, substantivo"
"sacudir, verbo"
"sad, substantivo"
"sadico, substantivo"
"sadismo, substantivo"
"sadomasoquismo, substantivo"
"saduceu, substantivo"
"safado, substantivo"
"safar, verbo"
"safari, substantivo"
"safe, substantivo"
"safena, substantivo"
"safira, substantivo"
"safo, substantivo"
"safra, substantivo"
"saga, substantivo"
"sagacidade, substantivo"
"sagaz, substantivo"
"saggio, substantivo"
"saginata, substantivo"
"sagital, substantivo"
"sagitario, substantivo"
"sagrado, substantivo"
"sagui, substantivo"
"sahara, substantivo"
"saia, substantivo"
"saibro, substantivo"
"sainete, substantivo"
"sair, verbo"
"saisine, substantivo"
"sal, substantivo"
"sala, substantivo"
"salaam aleikum, substantivo"
"salada, substantivo"
"salada de frutas, substantivo"
"salafrario, substantivo"
"salamaleque, substantivo"
"salamandra, substantivo"
"salamandras, substantivo"
"salame, substantivo"
"salamina, substantivo"
"salao, substantivo"
"salario, substantivo"
"salatiel, substantivo"
"salaz, substantivo"
"salchicha, substantivo"
"saldo, substantivo"
"saldunes, substantivo"
"salgado, substantivo"
"salgueiro, substantivo"
"saliencia, substantivo"
"salientar, verbo"
"salitre, substantivo"
"saliva, substantivo"
"salmao, substantivo"
"salmo, substantivo"
"salmoura, substantivo"
"salomao, substantivo"
"salpicao, substantivo"
"salpinge, substantivo"
"salsa, substantivo"
"salsaparrilha, substantivo"
"salseiro, substantivo"
"salsicha, substantivo"
"salt, substantivo"
"salteador, verbo"
"salterio, substantivo"
"saltimbanco, substantivo"
"salto, substantivo"
"salubre, substantivo"
"salumificio, substantivo"
"salutar, verbo"
"salva, substantivo"
"salvacao, substantivo"
"salvador, verbo"
"salvaguarda, substantivo"
"salvar, verbo"
"salvia, substantivo"
"salviano, substantivo"
"salvio, substantivo"
"samambaia, substantivo"
"samanta, substantivo"
"samara, substantivo"
"samaria, substantivo"
"samauma, substantivo"
"samba, substantivo"
"sambanga, substantivo"
"sambodromo, substantivo"
"sambura, substantivo"
"same, substantivo"
"samear, verbo"
"samiel, substantivo"
"samila, substantivo"
"samir, verbo"
"sample, substantivo"
"samuel, substantivo"
"samurai, substantivo"
"sanar, verbo"
"sancao, substantivo"
"sancho, substantivo"
"sancionar, verbo"
"sand, substantivo"
"sandalia, substantivo"
"sandalo, substantivo"
"sandesh, substantivo"
"sandeu, substantivo"
"sandia, substantivo"
"sandra, substantivo"
"sandro, substantivo"
"sanduiche, substantivo"
"sandy, substantivo"
"saneamento, substantivo"
"sanear, verbo"
"sanefa, substantivo"
"sanfona, substantivo"
"sangra, substantivo"
"sangria, substantivo"
"sangue, substantivo"
"sanha, substantivo"
"sanidade, substantivo"
"sanitario, substantivo"
"sansao, substantivo"
"sanscrito, substantivo"
"sansei, substantivo"
"santa claus, substantivo"
"santidade, substantivo"
"santificacao, substantivo"
"santo, substantivo"
"santuario, substantivo"
"sao, substantivo"
"sapa, substantivo"
"sapador, verbo"
"sapataria, substantivo"
"sapatilha, substantivo"
"sapato, substantivo"
"sape, substantivo"
"sapecas, substantivo"
"sapecavam, substantivo"
"sapiens, substantivo"
"sapiente, substantivo"
"sapiranga, substantivo"
"sapo, substantivo"
"saporifero, substantivo"
"saporiferos, substantivo"
"sapoti, substantivo"
"saprofita, substantivo"
"saprotrofia, substantivo"
"saque, substantivo"
"sara, substantivo"
"sarabaita, substantivo"
"sarabanda, substantivo"
"saracotear, verbo"
"saracura, substantivo"
"sarai, substantivo"
"saraiva, substantivo"
"saraivada, substantivo"
"saramago, substantivo"
"sarambe, substantivo"
"sarampo, substantivo"
"sarandi, substantivo"
"saranga, substantivo"
"sarapatel, substantivo"
"sarapintado, substantivo"
"sarar, verbo"
"sarara, substantivo"
"sarau, substantivo"
"sarava, substantivo"
"sarca, substantivo"
"sarcasmo, substantivo"
"sarcastico, substantivo"
"sarcina, substantivo"
"sarcodina, substantivo"
"sarcofago, substantivo"
"sarcolema, substantivo"
"sarcoma, substantivo"
"sarcoplasma, substantivo"
"sarcoptes, substantivo"
"sardes, substantivo"
"sardinha, substantivo"
"sardonico, substantivo"
"sarepta, substantivo"
"sargento, substantivo"
"sarigueia, substantivo"
"sarilho, substantivo"
"sarja, substantivo"
"sarjeta, substantivo"
"sarmento, substantivo"
"sarna, substantivo"
"saron, substantivo"
"sarrabulho, substantivo"
"sarraceno, substantivo"
"sarrafo, substantivo"
"sarten, substantivo"
"sartorio, substantivo"
"sarue, substantivo"
"saruel, substantivo"
"sassanida, substantivo"
"sastre, substantivo"
"sata, substantivo"
"satanas, substantivo"
"satelite, substantivo"
"satira, substantivo"
"satiro, substantivo"
"satiros, substantivo"
"satisfacao, substantivo"
"satisfazer, verbo"
"sativa, substantivo"
"satrapa, substantivo"
"saturado, substantivo"
"saturar, verbo"
"saturday, substantivo"
"saturnalia, substantivo"
"saturnismo, substantivo"
"saturno, substantivo"
"sauce, substantivo"
"saucer, verbo"
"saudacao, substantivo"
"saudade, substantivo"
"saudar, verbo"
"saudavel, substantivo"
"saude, substantivo"
"saudita, substantivo"
"sauf, substantivo"
"saulo, substantivo"
"sauna, substantivo"
"saurisquiano, substantivo"
"saveiro, substantivo"
"savio, substantivo"
"savoir, verbo"
"saxifraga, substantivo"
"saxofone, substantivo"
"say, substantivo"
"sazonal, substantivo"
"sbagliare, substantivo"
"sc, substantivo"
"scan, substantivo"
"scanner, verbo"
"scar, verbo"
"scarpa, substantivo"
"scary, substantivo"
"scatola, substantivo"
"sceptrum brandemburgicum, substantivo"
"schermo, substantivo"
"scherzo, substantivo"
"schmidt, substantivo"
"schmier, verbo"
"schnapps, substantivo"
"scion, substantivo"
"sciopero, substantivo"
"scissors, substantivo"
"sciupare, substantivo"
"sclerotinia, substantivo"
"scoop, substantivo"
"scott, substantivo"
"scout, substantivo"
"scrabble, substantivo"
"screen, substantivo"
"scroll, substantivo"
"se, substantivo"
"seara, substantivo"
"sebastiao, substantivo"
"sebe, substantivo"
"sebo, substantivo"
"seboso, substantivo"
"secante, substantivo"
"secao, substantivo"
"seccao, substantivo"
"seccionador, verbo"
"seccional, substantivo"
"secessao, substantivo"
"secio, substantivo"
"seco, substantivo"
"secrecao, substantivo"
"secretario, substantivo"
"secretina, substantivo"
"secreto, substantivo"
"sectario, substantivo"
"secularismo, substantivo"
"seculo, substantivo"
"secundamento, substantivo"
"secundario, substantivo"
"securitizacao, substantivo"
"securitizar, verbo"
"secutor, verbo"
"seda, substantivo"
"sedar, verbo"
"sede, substantivo"
"sede1, substantivo"
"sedentario, substantivo"
"sedento, substantivo"
"sedgwick, substantivo"
"sedicao, substantivo"
"sedimento, substantivo"
"seducao, substantivo"
"seduzir, verbo"
"seed, substantivo"
"seele, substantivo"
"sefardita, substantivo"
"s'effondrer, verbo"
"sefora, substantivo"
"segar, verbo"
"segmento, substantivo"
"segnicia, substantivo"
"segolene, substantivo"
"segovia, substantivo"
"segredo, substantivo"
"segregar, verbo"
"segrel, substantivo"
"seguidor, verbo"
"seguir, verbo"
"segundo, substantivo"
"segundos, substantivo"
"seguranca, substantivo"
"segurar, verbo"
"seguridade, substantivo"
"seguro, substantivo"
"seio, substantivo"
"seir, verbo"
"seis, substantivo"
"seita, substantivo"
"seiva, substantivo"
"seixo, substantivo"
"sela, substantivo"
"selda, substantivo"
"seldom, substantivo"
"selecao, substantivo"
"selecionar, verbo"
"seleto, substantivo"
"self-service, substantivo"
"selfie, substantivo"
"selfish, substantivo"
"selha, substantivo"
"selim, substantivo"
"seljucida, substantivo"
"selo, substantivo"
"selva, substantivo"
"selvagem, substantivo"
"sem, substantivo"
"sema, substantivo"
"semaforo, substantivo"
"semaforonte, substantivo"
"semana, substantivo"
"semanal, substantivo"
"semantema, substantivo"
"semantica, substantivo"
"semaprochilodus, substantivo"
"semasiologia, substantivo"
"semblante, substantivo"
"sembrol, substantivo"
"semeador, verbo"
"semeadura, substantivo"
"semear, verbo"
"semelhanca, substantivo"
"semelhante, substantivo"
"semelhar, verbo"
"semen, substantivo"
"semente, substantivo"
"semicircular, verbo"
"semiconflautico, substantivo"
"seminario, substantivo"
"seminifero, substantivo"
"semiologia, substantivo"
"semiotica, substantivo"
"semiramis, substantivo"
"semita, substantivo"
"semitismo, substantivo"
"semovente, substantivo"
"sempiterno, substantivo"
"sempre, substantivo"
"senado, substantivo"
"senador, verbo"
"senaquerib, substantivo"
"senciencia, substantivo"
"senciente, substantivo"
"sencillez, substantivo"
"sencillo, substantivo"
"senda, substantivo"
"sendeiro, substantivo"
"senectude, substantivo"
"senegalesco, substantivo"
"senescal, substantivo"
"sengo, substantivo"
"senha, substantivo"
"senhor, verbo"
"senior, verbo"
"seno, substantivo"
"senologia, substantivo"
"sensaboria, substantivo"
"sensacao, substantivo"
"sensacional, substantivo"
"sensatez, substantivo"
"sensato, substantivo"
"sensei, substantivo"
"sensibilidade, substantivo"
"sensibilizar, verbo"
"sensivel, substantivo"
"senso, substantivo"
"sensor, verbo"
"sensoriamento, substantivo"
"sensual, substantivo"
"sensualidade, substantivo"
"sentar, verbo"
"sentenca, substantivo"
"sentido, substantivo"
"sentimento, substantivo"
"sentinela, substantivo"
"sentir, verbo"
"sentire, substantivo"
"senuelo, substantivo"
"senzala, substantivo"
"seol, substantivo"
"sepala, substantivo"
"separacao, substantivo"
"separar, verbo"
"sepelio, substantivo"
"sepse, substantivo"
"sepsis, substantivo"
"septacorde, substantivo"
"septenio, substantivo"
"septicemia, substantivo"
"septo, substantivo"
"sepulcro, substantivo"
"sepultura, substantivo"
"sequaz, substantivo"
"sequela, substantivo"
"sequencia, substantivo"
"sequer, verbo"
"sequestro, substantivo"
"sequioso, substantivo"
"sequito, substantivo"
"sequitos, substantivo"
"sequoia, substantivo"
"ser, verbo"
"sera, substantivo"
"serafico, substantivo"
"serao, substantivo"
"seraphim, substantivo"
"sereia, substantivo"
"serelepe, substantivo"
"serenata, substantivo"
"serendipity, substantivo"
"serenidade, substantivo"
"sereno, substantivo"
"seresma, substantivo"
"seresta, substantivo"
"sergio, substantivo"
"sergipe, substantivo"
"seriado, substantivo"
"serico, substantivo"
"serie, substantivo"
"seriedade, substantivo"
"serigrafia, substantivo"
"serina, substantivo"
"seringa, substantivo"
"seringueira, substantivo"
"serio, substantivo"
"sermao, substantivo"
"sermo, substantivo"
"serodio, substantivo"
"serosa, substantivo"
"serotino, substantivo"
"serotonina, substantivo"
"serpente, substantivo"
"serpentina, substantivo"
"serra, substantivo"
"serragem, substantivo"
"serratil, substantivo"
"sertao, substantivo"
"serventia, substantivo"
"servia, substantivo"
"servicavel, substantivo"
"servico, substantivo"
"servidor, verbo"
"servil, substantivo"
"servir, verbo"
"servitude, substantivo"
"servo, substantivo"
"sesamoide, substantivo"
"sesma, substantivo"
"sesmaria, substantivo"
"sesquipedal, substantivo"
"sesquipedalico, substantivo"
"sessao, substantivo"
"sessil, substantivo"
"sessoes, substantivo"
"sesta, substantivo"
"sestercio, substantivo"
"sestroso, substantivo"
"set, substantivo"
"setas, substantivo"
"sete, substantivo"
"seteira, substantivo"
"setembro, substantivo"
"setentrional, substantivo"
"setor, verbo"
"setting, substantivo"
"setubal, substantivo"
"seu, substantivo"
"sevandija, substantivo"
"seven, substantivo"
"several, substantivo"
"severino, substantivo"
"severo, substantivo"
"sevicia, substantivo"
"sevilha, substantivo"
